area_name_en,lat,lon,amenity
Al Wasl,25.2001491,55.2502824,marketplace
Al Wasl,25.2000747,55.2504129,restaurant
Al Wasl,25.2034435,55.2530045,marketplace
Al Wasl,25.2039119,55.2629014,cafe
Al Wasl,25.2052743,55.2628415,restaurant
Al Wasl,25.2030348,55.2630038,pharmacy
Al Wasl,25.2032749,55.2624487,cafe
Al Wasl,25.2032121,55.2615818,cafe
Al Wasl,25.2051196,55.2641092,cafe
Al Wasl,25.1953916,55.2465828,pharmacy
Al Wasl,25.1955756,55.2466988,ice_cream
Al Wasl,25.1983095,55.2483407,cinema
Al Wasl,25.2068632,55.2626413,cinema
Al Wasl,25.2071447,55.2638456,restaurant
Al Wasl,25.2047606,55.2634931,cafe
Al Wasl,25.2083655,55.2607531,bar
Al Wasl,25.206885,55.262144,shelter
Al Wasl,25.203768,55.2634336,bank
Al Wasl,25.2068048,55.2600385,bus_station
Al Wasl,25.1888103,55.2551836,restaurant
Al Wasl,25.2018312,55.264054,cafe
Al Wasl,25.2024342,55.2681532,restaurant
Al Wasl,25.2026041,55.2682391,cafe
Al Wasl,25.1957233,55.2622912,pharmacy
Al Wasl,25.1955585,55.2624898,cafe
Al Wasl,25.1957831,55.2621937,veterinary
Al Wasl,25.206485,55.263183,fast_food
Al Wasl,25.2002222,55.2494053,fast_food
Al Hudaiba,25.2379486,55.2797222,pharmacy
Al Hudaiba,25.241269,55.2805978,embassy
Al Hudaiba,25.2360117,55.2778371,restaurant
Al Hudaiba,25.2360448,55.2777779,pharmacy
Al Hudaiba,25.2364796,55.2771736,pharmacy
Al Hudaiba,25.237183,55.2761439,bank
Al Hudaiba,25.2374174,55.275824,pharmacy
Al Hudaiba,25.2375065,55.2756507,bank
Al Hudaiba,25.2375939,55.2755029,fast_food
Al Hudaiba,25.2377213,55.2752739,restaurant
Al Hudaiba,25.2380346,55.274767,cafe
Al Hudaiba,25.2380985,55.2745793,restaurant
Al Hudaiba,25.237535,55.2782791,restaurant
Al Hudaiba,25.2375781,55.2781611,restaurant
Al Hudaiba,25.2370217,55.2772468,restaurant
Al Hudaiba,25.2374014,55.2772285,restaurant
Al Hudaiba,25.2369872,55.2768397,restaurant
Al Hudaiba,25.239092,55.2761318,restaurant
Al Hudaiba,25.2390082,55.2763739,restaurant
Al Hudaiba,25.2380486,55.27976,restaurant
Al Hudaiba,25.2378087,55.2796648,restaurant
Al Hudaiba,25.2375116,55.279527,bank
Al Hudaiba,25.2374191,55.2794908,bureau_de_change
Al Hudaiba,25.2372862,55.2794418,restaurant
Al Hudaiba,25.2366737,55.2791821,restaurant
Al Hudaiba,25.2365851,55.2791608,restaurant
Al Hudaiba,25.2363604,55.2790816,restaurant
Al Hudaiba,25.2367216,55.2792053,restaurant
Burj Khalifa,25.1971144,55.2739147,restaurant
Burj Khalifa,25.1970498,55.2743632,restaurant
Burj Khalifa,25.1971382,55.2740943,cafe
Oud Metha,25.232055,55.3163463,fuel
Oud Metha,25.2321744,55.3114304,fuel
Oud Metha,25.238644,55.3122511,nightclub
Oud Metha,25.2343627,55.3081859,taxi
Oud Metha,25.2368611,55.3089433,restaurant
Oud Metha,25.2386785,55.3164511,place_of_worship
Oud Metha,25.2342757,55.3092098,restaurant
Oud Metha,25.2348206,55.3093091,restaurant
Oud Metha,25.2444703,55.3148696,clinic
Oud Metha,25.2443287,55.3147275,restaurant
Oud Metha,25.2369,55.3114782,restaurant
Oud Metha,25.235321,55.30964,restaurant
Oud Metha,25.232775,55.313778,place_of_worship
Oud Metha,25.2338996,55.308373,bureau_de_change
Oud Metha,25.233606,55.3093198,restaurant
Oud Metha,25.2354757,55.3081386,restaurant
Oud Metha,25.2335502,55.3094754,bank
Oud Metha,25.2341277,55.3080377,clinic
Oud Metha,25.2446608,55.3137696,car_rental
Oud Metha,25.2457199,55.3144403,restaurant
Oud Metha,25.2458797,55.3149913,restaurant
Oud Metha,25.2315021,55.3131011,restaurant
Oud Metha,25.240269,55.3097662,restaurant
Oud Metha,25.237558,55.309272,restaurant
Oud Metha,25.2363776,55.3088937,restaurant
Oud Metha,25.2317384,55.3126896,restaurant
Oud Metha,25.240451,55.3081986,cafe
Oud Metha,25.2400125,55.3078524,restaurant
Oud Metha,25.239768,55.307566,cafe
Oud Metha,25.239569,55.3073883,restaurant
Oud Metha,25.2404885,55.308239,cafe
Oud Metha,25.2412158,55.3093488,cafe
Oud Metha,25.2324378,55.3125034,restaurant
Oud Metha,25.2326757,55.3108925,cafe
Oud Metha,25.2388159,55.3067632,restaurant
Oud Metha,25.23608,55.3075348,restaurant
Oud Metha,25.2388943,55.3081981,community_centre
Oud Metha,25.2322506,55.3112357,fast_food
Oud Metha,25.2396256,55.3151334,place_of_worship
Oud Metha,25.2348009,55.312122,parking_entrance
Oud Metha,25.2352761,55.3122016,parking_entrance
Oud Metha,25.2323493,55.3113288,fast_food
Al Satwa,25.2114196,55.2715049,school
Al Satwa,25.2066585,55.2679979,car_wash
Al Satwa,25.2065676,55.2681392,compressed_air
Al Satwa,25.233555,55.2788687,restaurant
Al Satwa,25.2181651,55.2688194,kindergarten
Al Satwa,25.2304537,55.2767409,restaurant
Al Satwa,25.2085739,55.2703292,school
Al Satwa,25.2099133,55.2710138,restaurant
Al Satwa,25.2157124,55.2737697,kindergarten
Al Satwa,25.2139847,55.2738726,fuel
Al Satwa,25.2272005,55.2777436,place_of_worship
Al Satwa,25.2271049,55.2742109,pharmacy
Al Satwa,25.2235467,55.2715402,restaurant
Al Satwa,25.2243677,55.2721557,restaurant
Al Satwa,25.2246654,55.2724095,restaurant
Al Satwa,25.2249723,55.2726162,pharmacy
Al Satwa,25.2278867,55.2748092,restaurant
Al Satwa,25.2288744,55.2757537,restaurant
Al Satwa,25.2261753,55.2734968,cafe
Al Satwa,25.2264517,55.2737248,restaurant
Al Satwa,25.2300704,55.276436,bureau_de_change
Al Satwa,25.2301318,55.276491,bureau_de_change
Al Satwa,25.2309475,55.2770954,restaurant
Al Satwa,25.231429,55.2774208,bank
Al Satwa,25.231656,55.2775942,pharmacy
Al Satwa,25.2319016,55.2777871,restaurant
Al Satwa,25.2276041,55.2749712,restaurant
Al Satwa,25.2287032,55.2760587,pharmacy
Al Satwa,25.2118938,55.2725065,dentist
Al Satwa,25.2097705,55.2704425,post_box
Al Satwa,25.2103905,55.270755,atm
Al Satwa,25.2106198,55.2709441,fast_food
Al Satwa,25.2106417,55.2708851,fast_food
Al Satwa,25.2104997,55.2709307,fast_food
Al Satwa,25.2102607,55.2706504,pharmacy
Al Satwa,25.2100239,55.2706815,parking_entrance
Al Satwa,25.2102254,55.2714004,fast_food
Al Satwa,25.2328666,55.2812012,clinic
Hor Al Anz East,25.2768297,55.3477532,atm
Hor Al Anz East,25.2820816,55.346998,post_office
Hor Al Anz East,25.2833757,55.3484865,hospital
Hor Al Anz East,25.2800426,55.3443791,parking
Hor Al Anz East,25.2797824,55.3441817,atm
Hor Al Anz East,25.2808301,55.3456462,parking
Hor Al Anz East,25.2814753,55.3469605,parking
Hor Al Anz East,25.2801656,55.3453994,parking
Hor Al Anz East,25.2788802,55.3463275,parking
Hor Al Anz East,25.2799948,55.3442284,car_rental
Hor Al Anz East,25.2800734,55.3446592,car_rental
Hor Al Anz East,25.278269,55.3463865,atm
Hor Al Anz East,25.278919,55.3452492,restaurant
Hor Al Anz East,25.2781137,55.3465367,post_box
Hor Al Anz East,25.2787434,55.3454732,gym
Hor Al Anz East,25.2782861,55.3474273,restaurant
Hor Al Anz East,25.2780812,55.347488,restaurant
Hor Al Anz East,25.2798808,55.3464151,parking
Hor Al Anz East,25.2785833,55.3476672,bureau_de_change
Hor Al Anz East,25.2793958,55.3467585,parking
Hor Al Anz East,25.2803451,55.3450025,car_rental
Hor Al Anz East,25.2773036,55.3471241,post_box
Hor Al Anz East,25.2767095,55.3496346,parking
Hor Al Anz East,25.2814413,55.3444231,telephone
Hor Al Anz East,25.2843506,55.3406881,parking
Hor Al Anz East,25.2834427,55.3412496,marketplace
Hor Al Anz East,25.282244,55.3437518,parking
Hor Al Anz East,25.2807532,55.3480835,parking
Hor Al Anz East,25.2836399,55.3503211,parking
Hor Al Anz East,25.279766,55.3524213,parking
Hor Al Anz East,25.2818855,55.3510865,parking
Hor Al Anz East,25.2796073,55.3528213,parking
Hor Al Anz East,25.2834957,55.3482917,school
Hor Al Anz East,25.2815386,55.3416849,shelter
Hor Al Anz East,25.2828823,55.3400322,shelter
Hor Al Anz East,25.2820808,55.3541264,shelter
Hor Al Anz East,25.2802418,55.3542479,restaurant
Hor Al Anz East,25.281491,55.3532304,restaurant
Hor Al Anz East,25.2772984,55.3485315,hospital
Hor Al Anz East,25.2792922,55.3501256,restaurant
Hor Al Anz East,25.27867,55.3513228,restaurant
Hor Al Anz East,25.280508,55.3430038,car_rental
Hor Al Anz East,25.2790034,55.351425,parking
Hor Al Anz East,25.2847277,55.3500782,library
Hor Al Anz East,25.2824687,55.3534438,bank
Hor Al Anz East,25.2773744,55.3492961,atm
Hor Al Anz East,25.2784871,55.3522542,cafe
Hor Al Anz East,25.279789,55.3537023,fast_food
Hor Al Anz East,25.2801998,55.345781,restaurant
Hor Al Anz East,25.2782071,55.3461092,marketplace
Hor Al Anz East,25.2793652,55.344525,restaurant
Hor Al Anz East,25.2799655,55.3531511,restaurant
Hor Al Anz East,25.2801244,55.3533134,restaurant
Hor Al Anz East,25.2801692,55.353359,pharmacy
Hor Al Anz East,25.2814498,55.3528681,car_rental
Hor Al Anz East,25.2817154,55.3531726,restaurant
Hor Al Anz East,25.2807228,55.3501772,restaurant
Hor Al Anz East,25.2803608,55.3498694,internet_cafe
Hor Al Anz East,25.2804627,55.3501591,restaurant
Hor Al Anz East,25.2808744,55.3506506,restaurant
Hor Al Anz East,25.2812928,55.3510845,car_rental
Hor Al Anz East,25.2814747,55.3512816,restaurant
Hor Al Anz East,25.2816505,55.3514808,car_rental
Hor Al Anz East,25.2816778,55.3515176,car_rental
Hor Al Anz East,25.2817263,55.351574,car_rental
Hor Al Anz East,25.2817712,55.3516129,car_rental
Hor Al Anz East,25.2825363,55.3514184,car_rental
Hor Al Anz East,25.2825885,55.3514627,fast_food
Hor Al Anz East,25.2836726,55.351063,pharmacy
Hor Al Anz East,25.2812873,55.3475936,restaurant
Hor Al Anz East,25.2790063,55.3473911,studio
Hor Al Anz East,25.2783866,55.3471041,car_rental
Hor Al Anz East,25.2771303,55.348177,pharmacy
Hor Al Anz East,25.2773163,55.3471425,restaurant
Hor Al Anz East,25.2787565,55.3479382,cafe
Hor Al Anz East,25.2777342,55.3478269,car_rental
Hor Al Anz East,25.2775984,55.3480509,restaurant
Hor Al Anz East,25.2771982,55.3497447,car_rental
Hor Al Anz East,25.2772261,55.3497809,car_rental
Hor Al Anz East,25.2776432,55.3501631,car_rental
Hor Al Anz East,25.2782277,55.3508618,car_rental
Hor Al Anz East,25.2783684,55.3510228,dentist
Hor Al Anz East,25.2789287,55.3514211,restaurant
Hor Al Anz East,25.2801765,55.3530693,restaurant
Hor Al Anz East,25.2805561,55.3527783,restaurant
Hor Al Anz East,25.2809314,55.3523371,cafe
Hor Al Anz East,25.2813722,55.3523136,car_rental
Hor Al Anz East,25.2814631,55.3524122,bureau_de_change
Hor Al Anz East,25.2815735,55.3525295,car_rental
Hor Al Anz East,25.2816311,55.3525932,car_rental
Hor Al Anz East,25.2816541,55.3526214,restaurant
Hor Al Anz East,25.2819397,55.3523981,car_rental
Hor Al Anz East,25.2821483,55.3521694,car_rental
Hor Al Anz East,25.2821756,55.352148,car_rental
Hor Al Anz East,25.282061,55.3518992,car_rental
Hor Al Anz East,25.2821259,55.3519649,car_rental
Hor Al Anz East,25.2821525,55.3519897,restaurant
Hor Al Anz East,25.2819203,55.3517644,car_rental
Hor Al Anz East,25.2827843,55.3513822,restaurant
Hor Al Anz East,25.282845,55.3514197,restaurant
Hor Al Anz East,25.283045,55.3512005,car_rental
Hor Al Anz East,25.2830729,55.351179,cafe
Hor Al Anz East,25.2830917,55.3511515,restaurant
Hor Al Anz East,25.2832894,55.3509678,car_rental
Hor Al Anz East,25.2833731,55.3506821,car_rental
Hor Al Anz East,25.2833452,55.3506513,car_rental
Hor Al Anz East,25.2824321,55.3496481,car_rental
Hor Al Anz East,25.2822138,55.3494,car_rental
Hor Al Anz East,25.2819749,55.3492726,car_rental
Hor Al Anz East,25.2819033,55.3492579,cafe
Hor Al Anz East,25.2818742,55.3492619,car_rental
Hor Al Anz East,25.2817263,55.3492807,car_rental
Hor Al Anz East,25.2830936,55.3498481,pub
Hor Al Anz East,25.2804637,55.3485148,bar
Hor Al Anz East,25.2787956,55.3456572,bank
Hor Al Anz East,25.2803365,55.3494651,cafe
Hor Al Anz East,25.2803365,55.3494651,cafe
Hor Al Anz East,25.282515,55.340668,fast_food
Hor Al Anz East,25.2827145,55.3408666,driving_school
Hor Al Anz East,25.2810107,55.3508806,driving_school
Mirdif,25.2245282,55.4241623,police
Mirdif,25.2173429,55.4071287,restaurant
Mirdif,25.2333556,55.423151,bench
Mirdif,25.2242489,55.4269512,restaurant
Mirdif,25.2237769,55.4267505,restaurant
Mirdif,25.2239536,55.427077,restaurant
Mirdif,25.2214642,55.4347617,bank
Mirdif,25.2222395,55.4338304,restaurant
Mirdif,25.2111244,55.4164797,car_wash
Mirdif,25.2210393,55.4263487,school
Mirdif,25.222108,55.4337474,restaurant
Mirdif,25.2174001,55.4188024,restaurant
Mirdif,25.2173976,55.4188976,restaurant
Mirdif,25.2226782,55.4354403,restaurant
Mirdif,25.2143757,55.4288689,community_centre
Mirdif,25.2224728,55.4218935,bank
Mirdif,25.2242993,55.4268891,fast_food
Mirdif,25.228574,55.4320979,restaurant
Mirdif,25.2286013,55.4321864,restaurant
Mirdif,25.2172648,55.4183677,bank
Mirdif,25.2286019,55.4320335,restaurant
Mirdif,25.222281,55.4338601,cafe
Mirdif,25.2221746,55.4337853,restaurant
Mirdif,25.2222443,55.4340675,clinic
Mirdif,25.2215736,55.4348181,clinic
Mirdif,25.2216923,55.4346978,restaurant
Mirdif,25.2223505,55.4350898,restaurant
Mirdif,25.2219391,55.4337511,restaurant
Mirdif,25.210987,55.4161423,atm
Mirdif,25.2135322,55.4089142,parking_entrance
Mirdif,25.2221384,55.4359796,kindergarten
Mirdif,25.2244316,55.4246702,cafe
Mirdif,25.2235617,55.4254158,cafe
Mirdif,25.2236957,55.4279237,place_of_worship
Mirdif,25.2237834,55.4263063,atm
Mirdif,25.2172515,55.4192231,cafe
Mirdif,25.227729,55.4320169,school
Mirdif,25.211494,55.4166234,cafe
Mirdif,25.2274131,55.4332907,atm
Mirdif,25.224725,55.418221,pharmacy
Mirdif,25.2135363,55.4087519,parking_entrance
Mirdif,25.2248737,55.4258173,restaurant
Mirdif,25.2155689,55.4053738,parking_entrance
Mirdif,25.215022,55.408371,cafe
Mirdif,25.224685,55.417053,restaurant
Mirdif,25.2322271,55.4353078,fast_food
Mirdif,25.2170415,55.4065256,fast_food
Mirdif,25.2145448,55.406051,fast_food
Al Rashidiya,25.227978,55.3834742,restaurant
Al Rashidiya,25.2288992,55.3923743,parking_entrance
Al Rashidiya,25.2288227,55.3925936,parking_entrance
Al Rashidiya,25.2295686,55.3914759,parking
Al Rashidiya,25.229083,55.3918726,parking_entrance
Al Rashidiya,25.225912,55.4018025,place_of_worship
Al Rashidiya,25.227317,55.396523,restaurant
Al Rashidiya,25.2257084,55.3854476,driving_school
Al Rashidiya,25.2253824,55.3861987,restaurant
Al Rashidiya,25.2267243,55.383086,restaurant
Al Rashidiya,25.2295211,55.3923829,parking_entrance
Al Rashidiya,25.2295701,55.3922337,parking_entrance
Al Rashidiya,25.230137,55.3830296,school
Al Rashidiya,25.2235168,55.3952221,place_of_worship
Al Rashidiya,25.2322158,55.3826817,bench
Al Rashidiya,25.225246,55.390389,bank
Al Rashidiya,25.2241403,55.3773713,restaurant
Al Rashidiya,25.2242209,55.3770239,cafe
Al Rashidiya,25.2238536,55.3771704,compressed_air
Al Rashidiya,25.2241031,55.3775068,restaurant
Al Rashidiya,25.2305994,55.3792072,pub
Al Rashidiya,25.2326429,55.3839945,restaurant
Al Rashidiya,25.2324662,55.3839056,pharmacy
Al Rashidiya,25.2253003,55.3834251,restaurant
Al Rashidiya,25.2239475,55.381769,cafe
Al Rashidiya,25.2246008,55.3779164,cafe
Al Rashidiya,25.2243775,55.3778774,pharmacy
Al Rashidiya,25.2241919,55.377848,restaurant
Al Rashidiya,25.2270061,55.3972341,pharmacy
Al Rashidiya,25.2270437,55.3971475,restaurant
Al Rashidiya,25.229626,55.3920639,parking_entrance
Al Rashidiya,25.2262638,55.385474,pharmacy
Al Rashidiya,25.2330367,55.384555,bank
Al Rashidiya,25.2323706,55.3860799,pharmacy
Al Rashidiya,25.2323157,55.3861765,cafe
Al Rashidiya,25.2321683,55.3865381,fast_food
Al Rashidiya,25.2281507,55.3826177,clinic
Al Rashidiya,25.2293723,55.3928352,parking_entrance
Al Rashidiya,25.2292527,55.3928383,parking_entrance
